,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,New_Price,Price,Company,Mileage(km/kg),Engine(CC),Power(bhp)
276,Pune,2013,105000,Diesel,Manual,Second,8,,7,MAHINDRA,12.05,2179,120
277,Pune,2017,121900,Diesel,Manual,First,5,8.34 Lakh,3.75,TATA,22.95,1248,74
278,Mumbai,2017,22695,Petrol,Manual,First,5,,8.5,FORD,18.88,999,123.24
279,Jaipur,2012,73000,Diesel,Manual,First,5,,4.35,MARUTI,23.4,1248,74
280,Kochi,2016,32227,Petrol,Manual,First,5,,3.26,MARUTI,22.74,796,47.3
281,Jaipur,2011,55000,Petrol,Manual,First,5,,4.21,HONDA,17,1497,118
282,Kochi,2018,11287,Diesel,Automatic,First,7,,70.36,AUDI,12.07,2967,241.4
283,Mumbai,2009,48000,Diesel,Automatic,Second,5,,2.95,SKODA,17,1896,105
284,Kochi,2012,54308,Petrol,Manual,First,5,,4.28,HYUNDAI,17.1,1591,121.3
285,Jaipur,2009,78442,Petrol,Automatic,First,5,,3.57,HONDA,16.8,1497,118
286,Kolkata,2013,46000,Diesel,Manual,First,5,,3.11,HYUNDAI,21.9,1396,88.8
287,Coimbatore,2014,45051,Petrol,Automatic,First,5,,5.96,HYUNDAI,15,1396,98.6
288,Hyderabad,2011,69000,Diesel,Manual,First,5,,4.7,VOLKSWAGEN,20.54,1598,103.6
289,Ahmedabad,2014,49000,Petrol,Manual,First,5,,6.9,HONDA,17.4,1497,117.3
290,Pune,2018,45000,Diesel,Manual,First,5,8.34 Lakh,5.25,TATA,22.95,1248,74
291,Pune,2015,64000,Diesel,Automatic,First,5,,28,BMW,18.48,1995,177
292,Delhi,2009,60000,Petrol,Manual,First,5,,1.35,MARUTI,18.9,1061,67
293,Delhi,2015,62178,Petrol,Manual,First,5,8.85 Lakh,4.85,HONDA,18.2,1199,88.7
294,Coimbatore,2012,58006,Diesel,Manual,First,5,,6.7,VOLKSWAGEN,15,1896,105
295,Hyderabad,2010,74000,Petrol,Manual,First,5,,3.1,HYUNDAI,20.36,1197,78.9
296,Kochi,2015,77771,Diesel,Automatic,First,5,,18.64,MERCEDES-BENZ,19.27,2143,170
297,Pune,2012,45275,Petrol,Manual,First,5,,2.8,HYUNDAI,20.36,1197,78.9
298,Chennai,2016,48000,Diesel,Manual,First,7,25.4 Lakh,20.25,TOYOTA,13.68,2393,147.8
299,Kochi,2015,31652,Diesel,Automatic,First,5,,26.78,AUDI,17.68,1968,174.33
300,Hyderabad,2010,109000,Diesel,Manual,Second,7,,8.26,TOYOTA,12.99,2494,100.6
301,Mumbai,2015,31978,Petrol,Manual,First,5,,3.89,VOLKSWAGEN,16.47,1198,73.9
302,Hyderabad,2011,70000,Petrol,Manual,First,5,,2.1,MARUTI,20.92,998,67.1
303,Mumbai,2017,15000,Petrol,Automatic,First,5,16.67 Lakh,12.69,HONDA,18,1497,117.3
304,Coimbatore,2013,59138,Diesel,Manual,First,5,,2.58,TATA,17,1405,70
305,Kochi,2014,61726,Diesel,Automatic,First,5,,20.77,AUDI,17.68,1968,174.33
306,Delhi,2015,48000,Diesel,Automatic,First,5,,20.26,MERCEDES-BENZ,17.9,2143,136
307,Chennai,2006,58000,Petrol,Manual,Second,5,,1.5,HYUNDAI,0,1086,NULL
308,Kolkata,2011,60020,Diesel,Manual,First,5,,2.5,MARUTI,17.8,1248,NULL
309,Hyderabad,2014,77815,Petrol,Automatic,First,5,,4.25,MARUTI,23.1,998,67.04
310,Hyderabad,2017,29000,Diesel,Automatic,First,5,79.43 Lakh,57,MERCEDES-BENZ,17.9,2143,201.15
311,Delhi,2017,44000,Diesel,Automatic,First,5,,44,LAND,12.7,2179,187.7
312,Hyderabad,2011,108626,Diesel,Manual,First,5,,3.65,VOLKSWAGEN,20.54,1598,103.6
313,Hyderabad,2012,71791,Petrol,Manual,First,5,,2.05,MARUTI,14,796,35
314,Kochi,2012,91931,Petrol,Manual,First,5,6.62 Lakh,3.13,HONDA,18.5,1198,86.8
315,Hyderabad,2000,158000,Diesel,Manual,Second,7,,1.5,TATA,14.07,2956,83.1
316,Pune,2012,91183,Diesel,Manual,First,5,,2.85,TATA,18,1248,75
317,Delhi,2012,65000,Petrol,Manual,First,5,,2.65,MARUTI,18.9,998,67.1
318,Hyderabad,2015,88428,Diesel,Manual,First,7,,10.6,MAHINDRA,16,2179,140
319,Pune,2008,138000,Diesel,Manual,Second,5,,1.25,TATA,17.1,1396,70
320,Mumbai,2018,18000,Petrol,Manual,First,7,,8.25,MARUTI,16.02,1373,93.7
321,Mumbai,2011,60000,Petrol,Automatic,First,5,,4.45,HONDA,11.7,2354,177.6
322,Kolkata,2012,48000,Diesel,Manual,First,5,,3.7,MARUTI,19.3,1248,73.9
323,Hyderabad,2009,160000,Diesel,Manual,First,5,,2.8,FORD,17.8,1399,68
324,Kolkata,2008,40000,Petrol,Manual,First,5,,1.8,HONDA,17.7,1497,78
325,Kochi,2014,51495,Diesel,Automatic,First,5,,21.95,AUDI,17.68,1968,174.33
326,Mumbai,2011,30000,Diesel,Automatic,First,4,,49,BMW,9.52,2993,313
327,Coimbatore,2017,97430,Diesel,Automatic,First,7,1.04 Cr,62.67,AUDI,14.75,2967,245
328,Pune,2008,42496,CNG,Manual,First,5,,1.4,MARUTI,26.3,998,67.1
329,Pune,2012,83000,Diesel,Manual,First,5,,5.5,HYUNDAI,23,1396,90
330,Bangalore,2009,37000,Petrol,Automatic,Third,5,,2.95,HYUNDAI,16.95,1197,78.9
331,Kochi,2016,28503,Petrol,Automatic,First,5,,6.86,HONDA,19,1199,88.7
332,Hyderabad,2015,76496,Diesel,Manual,First,5,,6.15,MARUTI,25.2,1248,74
333,Pune,2011,79152,Petrol,Manual,Second,5,,3.3,HYUNDAI,18.5,1197,82.85
334,Kolkata,2011,32000,Petrol,Manual,First,5,,2.55,VOLKSWAGEN,16.47,1198,73.9
335,Ahmedabad,2009,35000,Petrol,Manual,First,5,,1.5,MARUTI,19.7,796,46.3
336,Chennai,2004,105000,Petrol,Automatic,Second,5,,2.5,TOYOTA,11.3,1794,125
337,Chennai,2006,56000,Petrol,Manual,Second,5,,1.4,MARUTI,19.7,796,46.3
338,Pune,2012,73000,Diesel,Manual,First,5,,3.4,TATA,21.12,1248,88.8
339,Pune,2012,38000,Petrol,Manual,First,5,,2.25,MARUTI,19.7,796,46.3
340,Kolkata,2013,775000,Diesel,Automatic,First,5,,7.5,SKODA,19.3,1968,141
341,Kolkata,2008,80000,Petrol,Automatic,First,5,,2.8,TOYOTA,11.3,1794,125
342,Coimbatore,2016,24973,Petrol,Manual,First,5,,7.66,HYUNDAI,18.6,1197,81.83
343,Chennai,2016,45000,Diesel,Manual,First,5,9.12 Lakh,7.15,MARUTI,24.3,1248,88.5
344,Delhi,2010,87430,Petrol,Manual,First,5,,3.5,HONDA,17,1497,118
345,Hyderabad,2014,133944,Diesel,Manual,Second,5,,3.5,TATA,18,1248,75
346,Kolkata,2013,57000,Diesel,Manual,First,5,,3.45,HONDA,25.8,1498,98.6
347,Coimbatore,2016,27904,Petrol,Manual,First,5,,3.55,HYUNDAI,21.1,814,55.2
348,Kochi,2015,30717,Diesel,Automatic,Second,5,58.67 Lakh,25.99,BMW,21.76,1995,190
349,Bangalore,2012,80000,Diesel,Manual,First,5,,5.25,HYUNDAI,22.32,1582,126.32
350,Ahmedabad,2013,47304,Diesel,Manual,First,5,,2.9,TATA,21.02,1248,88.8
351,Jaipur,2005,100000,Petrol,Automatic,First,5,28.37 Lakh,2.05,SKODA,14.45,1984,227
352,Pune,2017,30000,Petrol,Manual,First,5,4.48 Lakh,3.75,MARUTI,24.07,998,67.1
353,Mumbai,2014,68000,Diesel,Manual,First,5,,6.75,FORD,22.7,1498,89.84
354,Kolkata,2011,21000,Petrol,Manual,Second,5,,0.95,CHEVROLET,18,995,62
355,Hyderabad,2017,21000,Diesel,Automatic,First,5,72.64 Lakh,52,JAGUAR,19.33,1999,177
356,Jaipur,2007,119000,Petrol,Manual,Third,5,,3.91,HONDA,13.1,1997,141.1
357,Kochi,2019,13747,Petrol,Automatic,First,5,36.15 Lakh,27.3,SKODA,14.67,1798,177.46
358,Chennai,2009,620000,Petrol,Manual,First,5,,2.7,HYUNDAI,20.36,1197,78.9
359,Delhi,2013,70000,Diesel,Manual,First,5,,3.5,MARUTI,22.9,1248,74
360,Mumbai,2016,18000,Petrol,Automatic,First,5,,6.2,MARUTI,18.5,1197,83.14
361,Chennai,2011,83000,Diesel,Manual,First,5,,2.75,NISSAN,23.08,1461,63.1
362,Mumbai,2015,130000,Diesel,Manual,First,5,,3.25,MARUTI,23.4,1248,74
363,Pune,2012,63400,Diesel,Manual,First,5,,3.25,FORD,17.8,1399,67
364,Kolkata,2003,65000,Petrol,Manual,First,5,,0.65,MARUTI,17.3,993,60
365,Pune,2017,8350,Petrol,Manual,First,5,44.59 Lakh,35,MINI,13.8,1998,192
366,Kolkata,2014,45000,Diesel,Manual,First,5,,3.25,TOYOTA,23.59,1364,67.05
367,Kolkata,2018,26200,Petrol,Manual,First,5,,2.9,MARUTI,24.7,796,47.3
368,Bangalore,2011,11000,Petrol,Manual,Third,5,,2.9,MARUTI,18.9,796,47
369,Bangalore,2009,90000,Diesel,Automatic,Second,5,,17.75,BMW,11,2993,235
370,Mumbai,2015,74000,Petrol,Automatic,Second,5,,8.25,NISSAN,11.07,2496,179.5
371,Coimbatore,2015,37081,Petrol,Automatic,First,5,,5.77,HYUNDAI,18.9,1197,82
372,Hyderabad,2017,39000,Diesel,Manual,First,5,12 Lakh,9.49,MARUTI,24.3,1248,88.5
373,Mumbai,2008,99000,Diesel,Automatic,Third,7,,12.95,AUDI,12.07,2967,241.4
374,Chennai,2015,38000,Diesel,Automatic,First,5,,20,MERCEDES-BENZ,17.9,2143,136
375,Chennai,2007,72000,Petrol,Manual,Third,4,,1,MARUTI,16.1,796,37
376,Chennai,2015,93000,Diesel,Manual,Second,5,,7.1,RENAULT,20.45,1461,83.8
377,Mumbai,2017,5900,Diesel,Manual,First,5,,16.5,TOYOTA,21.43,1364,87.2
378,Chennai,2014,25000,Diesel,Manual,First,5,,26,MERCEDES-BENZ,15.8,2148,170
379,Hyderabad,2010,68000,Diesel,Manual,Second,5,,3.2,MARUTI,21.1,1248,73.9
380,Kochi,2017,35676,Petrol,Automatic,First,7,14.65 Lakh,9.48,HONDA,16,1497,117.3
381,Kochi,2015,74310,Diesel,Manual,First,5,,4,HYUNDAI,24.4,1120,71
382,Jaipur,2014,59364,Diesel,Automatic,First,5,,26.5,MERCEDES-BENZ,14.21,2143,203
383,Kochi,2014,41380,Petrol,Automatic,Second,5,,11.77,MERCEDES-BENZ,14.8,1595,120.7
384,Bangalore,2017,33900,Diesel,Automatic,First,5,,37,MERCEDES-BENZ,15,2143,204
385,Mumbai,2016,28000,Petrol,Manual,First,5,,8.75,HONDA,17.8,1497,117.3
386,Hyderabad,2007,50958,Petrol,Manual,First,5,,1.95,HYUNDAI,17,1086,NULL
387,Chennai,2011,93982,Petrol,Manual,First,5,,3.75,HONDA,17,1497,118
388,Pune,2010,95000,Petrol,Manual,First,5,,2.5,HYUNDAI,16.2,1599,103.2
389,Mumbai,2017,9000,Petrol,Automatic,First,5,53.72 Lakh,34.5,JAGUAR,13.5,1999,246.74
390,Delhi,2015,52516,Petrol,Manual,First,5,,4.65,HONDA,18,1198,86.7
391,Bangalore,2015,20000,Petrol,Automatic,First,4,,32,MINI,18.86,1598,122
392,Coimbatore,2017,56451,Diesel,Automatic,First,5,,62.81,MERCEDES-BENZ,13.5,2987,282
393,Chennai,2014,37000,Petrol,Manual,First,5,,3.25,HYUNDAI,21.1,814,55.2
394,Kolkata,2014,17400,Petrol,Manual,First,5,,3.1,MARUTI,20.51,998,67.04
395,Coimbatore,2011,90207,Diesel,Manual,First,5,,3.91,MARUTI,21.1,1248,73.9
396,Chennai,2011,89616,Diesel,Automatic,First,5,,11,BMW,16.07,1995,181
397,Pune,2014,85000,Diesel,Manual,First,5,,3.5,TATA,13.49,2179,138.03
398,Chennai,2014,79271,Diesel,Automatic,First,5,,16.5,AUDI,20.38,1968,143
399,Hyderabad,2012,56000,Diesel,Automatic,First,5,,30,LAND,12.7,2179,187.7
400,Pune,2010,85001,Diesel,Automatic,Second,7,,28,MERCEDES-BENZ,12,2987,224
401,Hyderabad,2018,12000,Diesel,Automatic,First,7,33.91 Lakh,28,MITSUBISHI,13.5,2477,175.56
402,Jaipur,2010,125000,Petrol,Manual,First,5,,0.92,MARUTI,19.7,796,46.3
403,Pune,2013,53000,Petrol,Manual,First,5,,2.75,MARUTI,14,1061,64
404,Coimbatore,2017,34990,Diesel,Automatic,First,5,,53.83,LAND,12.7,2179,187.7
405,Pune,2011,49768,Petrol,Manual,Second,5,,4.95,HYUNDAI,17.01,1591,121.3
406,Hyderabad,2013,56000,Diesel,Automatic,First,5,,33.5,BMW,16.73,2993,218
407,Bangalore,2013,75000,Diesel,Automatic,First,5,,27.95,JAGUAR,14.74,2993,270.9
408,Hyderabad,2010,57000,Petrol,Automatic,First,5,,7.25,SKODA,13.7,1798,157.75
409,Kochi,2017,37542,Diesel,Automatic,First,5,,25.71,AUDI,15.73,1968,174.33
410,Coimbatore,2014,95649,Diesel,Automatic,First,5,,29.67,LAND,12.7,2179,187.7
411,Jaipur,2013,35299,Diesel,Automatic,First,5,,19,MERCEDES-BENZ,14.84,2143,170
412,Kochi,2017,28464,Diesel,Manual,First,7,,13.05,MAHINDRA,15.4,2179,120
413,Mumbai,2015,41000,Diesel,Automatic,First,5,60.88 Lakh,25.5,BMW,21.76,1995,190
414,Pune,2017,9000,Petrol,Manual,First,7,12.51 Lakh,8.5,HONDA,15.4,1497,117.3
415,Chennai,2010,92098,Diesel,Automatic,Second,5,,7.25,VOLVO,16,2400,215
416,Pune,2005,5834,Petrol,Manual,First,5,,0.8,HYUNDAI,13.2,1495,94
417,Jaipur,2017,40250,Petrol,Manual,First,5,9.74 Lakh,6.9,HYUNDAI,17.19,1197,81.86
418,Coimbatore,2018,22397,Petrol,Automatic,First,5,95.38 Lakh,70.99,MERCEDES-BENZ,11.5,2996,367
419,Kolkata,2015,20800,Petrol,Manual,Second,5,,2.25,HYUNDAI,21.1,814,55.2
420,Kochi,2018,40322,Petrol,Manual,First,5,,5.5,HYUNDAI,18.9,1197,81.86
421,Mumbai,2013,52576,Petrol,Manual,First,5,,4.35,HONDA,13,1493,100
422,Kolkata,2010,55000,Petrol,Manual,First,5,,2.25,VOLKSWAGEN,16.47,1198,73.9
423,Mumbai,2016,47000,Petrol,Automatic,First,5,60.59 Lakh,24.5,AUDI,15.26,1798,187.74
424,Hyderabad,2010,42021,Diesel,Manual,First,5,,5.45,VOLKSWAGEN,0,1968,NULL
425,Coimbatore,2017,23163,Petrol,Manual,First,5,,12.03,HYUNDAI,15.29,1591,121.3
426,Mumbai,2011,50000,Petrol,Automatic,Second,5,,8.5,MERCEDES-BENZ,11.74,1796,186
427,Mumbai,2014,11900,Petrol,Automatic,First,4,44.28 Lakh,28.5,MINI,16.82,1998,189.08
428,Pune,2006,108000,Petrol,Manual,Second,5,,1.2,HYUNDAI,17,1086,NULL
429,Bangalore,2013,37000,Diesel,Manual,First,5,,5.75,TOYOTA,23.59,1364,67.04
430,Delhi,2014,30000,Petrol,Manual,Second,5,,3.2,HONDA,19.4,1198,86.8
431,Coimbatore,2018,12831,Petrol,Automatic,First,5,,9.89,MARUTI,21.4,1197,83.1
432,Coimbatore,2012,143017,Diesel,Automatic,First,5,,6.58,SKODA,20,1968,138.1
433,Kochi,2018,13102,Petrol,Manual,First,5,,4.06,HYUNDAI,21.1,814,55.2
434,Coimbatore,2019,24950,Diesel,Manual,First,5,,13.37,RENAULT,20.37,1461,108.45
435,Coimbatore,2011,57832,Diesel,Automatic,First,5,,25.82,BMW,16.2,2993,258
436,Kochi,2016,34267,Petrol,Manual,First,5,,3.74,MARUTI,22.74,796,47.3
437,Bangalore,2015,33000,Diesel,Automatic,Second,5,,22,VOLVO,16.8,1984,150
438,Ahmedabad,2007,55100,Petrol,Manual,First,5,,1.45,MARUTI,18.9,998,67.1
439,Kolkata,2008,40000,Petrol,Manual,First,5,,2,HONDA,17.7,1497,78
440,Kochi,2017,31841,CNG,Manual,First,5,,4.7,MARUTI,15.1,1196,73
441,Kolkata,2014,15000,Petrol,Manual,First,8,,3.75,CHEVROLET,13.7,1399,98.79
442,Coimbatore,2016,82756,Diesel,Manual,First,7,11.28 Lakh,7.7,MAHINDRA,15.96,2523,62.1
443,Coimbatore,2012,50243,Petrol,Manual,First,5,,3.35,HYUNDAI,0,1086,NULL
444,Hyderabad,2014,20600,Petrol,Manual,First,5,,2.6,HYUNDAI,21.1,814,55.2
445,Coimbatore,2017,29952,Petrol,Automatic,First,5,,13.77,HYUNDAI,13,1591,121.3
446,Mumbai,2017,15000,Petrol,Manual,Second,5,11.48 Lakh,7.1,VOLKSWAGEN,16.09,1598,103.5
447,Pune,2008,61938,Petrol,Automatic,Second,5,,2.65,HONDA,12.9,1799,130
448,Hyderabad,2014,67000,Diesel,Manual,First,5,,2.5,TATA,22.3,1248,74
449,Kochi,2013,61672,Diesel,Manual,First,7,,7.53,MAHINDRA,16,2179,140
450,Coimbatore,2017,26185,Petrol,Manual,First,5,,7.98,HYUNDAI,18.6,1197,81.83
451,Bangalore,2014,38000,Diesel,Automatic,Second,5,,39,AUDI,14.16,1968,174.3
452,Chennai,2011,67000,Petrol,Manual,Second,5,,2.25,MARUTI,18.5,1197,85.8
453,Chennai,2010,66000,Petrol,Manual,Second,5,,3.85,MITSUBISHI,13.17,1999,114
454,Hyderabad,2015,80883,Diesel,Manual,First,7,,13.5,TOYOTA,12.8,2494,102
455,Hyderabad,2016,80219,Diesel,Manual,First,5,,3.5,MARUTI,27.62,793,47
456,Delhi,2018,12923,Diesel,Manual,First,5,11.26 Lakh,8.92,MARUTI,25.1,1248,88.5
457,Coimbatore,2016,86642,Diesel,Automatic,First,5,43.65 Lakh,20.37,AUDI,15.17,1968,181
458,Bangalore,2016,19235,Diesel,Automatic,First,5,62.07 Lakh,36.5,BMW,21.76,1995,190
459,Coimbatore,2016,51002,Diesel,Automatic,First,7,,48.91,AUDI,11.33,4134,335.2
460,Pune,2016,6800,Petrol,Manual,First,5,,7.2,HYUNDAI,18.6,1197,81.83
461,Hyderabad,2012,82749,Diesel,Manual,First,5,,5.99,RENAULT,19.01,1461,108.45
462,Pune,2016,51000,Diesel,Manual,First,5,,5.25,HYUNDAI,24.4,1120,71
463,Delhi,2014,31465,Diesel,Manual,First,5,,6.5,FORD,22.7,1498,89.84
464,Hyderabad,2013,76476,Petrol,Manual,First,5,,4.4,VOLKSWAGEN,16.47,1198,73.9
465,Kolkata,2017,14000,Diesel,Manual,First,5,,4.6,HYUNDAI,24,1120,70
466,Ahmedabad,2013,47000,Diesel,Manual,First,5,,2.95,TATA,21.12,1248,88.8
467,Kolkata,2011,48466,Petrol,Manual,First,5,,3.26,HONDA,17,1497,118
468,Bangalore,2008,46000,Petrol,Manual,Second,5,,2.22,HYUNDAI,17.92,1086,62.1
469,Hyderabad,2012,162663,Diesel,Manual,First,7,,10.5,TOYOTA,12.99,2494,100
470,Coimbatore,2017,25142,Diesel,Manual,First,5,,8.26,MARUTI,28.09,1248,88.5
471,Delhi,2013,69000,Diesel,Manual,First,7,,14.45,TOYOTA,12.55,2982,169
472,Chennai,2009,80524,Petrol,Manual,Second,5,,2.5,FORD,15.3,1596,NULL
473,Kochi,2018,26405,Petrol,Automatic,First,5,86.97 Lakh,51.43,MERCEDES-BENZ,12.6,1950,191.34
474,Chennai,2014,45000,Diesel,Manual,First,5,,23,MERCEDES-BENZ,15.8,2148,170
475,Kolkata,2012,64284,Diesel,Manual,First,5,,5.5,SKODA,17.72,1968,108.49
476,Delhi,2015,27000,Petrol,Manual,First,5,,4.5,HYUNDAI,18.9,1197,82
477,Hyderabad,2018,3678,Petrol,Manual,First,5,,6.8,FORD,18.16,1196,86.8
478,Mumbai,2013,21000,Petrol,Manual,First,5,,8.75,SKODA,16.8,1395,138.02
479,Mumbai,2015,67000,Diesel,Manual,Second,5,,7,RENAULT,19.87,1461,83.8
480,Delhi,2015,24000,Diesel,Automatic,Second,5,,33.5,LAND,15.68,1999,177
481,Chennai,2011,75000,Diesel,Manual,Second,5,,2.25,FORD,20,1399,68
482,Hyderabad,2008,179000,Diesel,Automatic,Second,7,,4.24,FORD,12.8,2953,156
483,Coimbatore,2017,47198,Diesel,Manual,First,7,,28.42,TOYOTA,12.55,2982,168.5
484,Kolkata,2012,52000,Diesel,Manual,First,5,,2.75,VOLKSWAGEN,22.07,1199,73.9
485,Jaipur,2011,91000,Diesel,Manual,First,5,,3,MARUTI,23.2,1248,73.94
486,Pune,2013,60000,Diesel,Manual,First,5,,3.55,NISSAN,23.08,1461,63.1
487,Kolkata,2013,37873,Diesel,Manual,First,5,,4.8,HYUNDAI,22.32,1582,126.32
488,Kolkata,2011,31000,Petrol,Automatic,First,5,,13.5,BMW,10.8,2497,150
489,Pune,2017,129000,Diesel,Automatic,First,7,1 Cr,56,MERCEDES-BENZ,11,2987,258
490,Hyderabad,2004,78000,Petrol,Automatic,First,5,,3.99,HONDA,12,2354,187.4
491,Bangalore,2016,32000,Diesel,Automatic,First,5,,15.5,HYUNDAI,17.01,1582,126.2
492,Jaipur,2010,59000,Petrol,Manual,Second,5,,2.32,HYUNDAI,19.81,1086,68.05
493,Kochi,2016,35437,Diesel,Automatic,First,5,,18.58,MERCEDES-BENZ,20,2143,136
494,Jaipur,2014,98000,Petrol,Manual,First,7,,5.5,MARUTI,16.02,1373,93.7
495,Chennai,2006,72000,Diesel,Manual,Second,5,,3.2,SKODA,18.7,1896,66
496,Pune,2015,79000,Petrol,Manual,First,5,,4,HONDA,18,1198,86.7
497,Chennai,2004,29000,Petrol,Manual,First,5,,1.6,MARUTI,17.3,993,60
498,Kochi,2013,66012,Petrol,Manual,First,5,,4.15,MARUTI,15.5,1586,103.3
499,Mumbai,2014,35000,Petrol,Automatic,First,5,,4.25,HONDA,16.5,1198,86.8
500,Ahmedabad,2011,75000,Petrol,Manual,First,5,,2.6,MARUTI,18.9,998,67.1
501,Mumbai,2008,80000,Petrol,Automatic,Second,5,,3.43,TOYOTA,12.1,2362,164.7
502,Kochi,2012,32717,Petrol,Manual,First,5,,2.55,CHEVROLET,18.6,1199,79.4
503,Delhi,2017,25000,Diesel,Automatic,First,7,,32,TOYOTA,12.55,2982,168.5
504,Mumbai,2014,79000,Diesel,Manual,First,5,,6.25,FORD,22.7,1498,89.84
505,Hyderabad,2010,86000,Diesel,Manual,Second,5,,3.6,MARUTI,17.8,1248,75
506,Pune,2010,137000,Diesel,Automatic,First,5,,18.5,MERCEDES-BENZ,13.5,2987,282
507,Mumbai,2015,25000,Petrol,Manual,Second,7,,4.25,HONDA,17.3,1497,117.3
508,Mumbai,2017,8500,Petrol,Manual,Second,5,,4.8,HYUNDAI,18.9,1197,82
509,Bangalore,2015,34000,Diesel,Automatic,First,7,,13,MAHINDRA,16,2179,140
510,Pune,2012,41629,Petrol,Manual,Second,5,,2.25,SKODA,14.83,1598,105
511,Hyderabad,2009,80227,Petrol,Manual,First,5,,2.3,HYUNDAI,17.92,1086,62.1
512,Kochi,2019,8587,Petrol,Manual,First,5,,13.56,HYUNDAI,15.29,1591,121.3
513,Delhi,2017,30000,Diesel,Manual,First,7,,12.25,MAHINDRA,15.4,1997,120
514,Pune,2013,64186,Diesel,Manual,First,5,,3.76,SKODA,20.5,1598,103.5
515,Coimbatore,2015,76427,Diesel,Manual,First,5,,8.58,RENAULT,19.01,1461,108.45
516,Hyderabad,2011,75000,Diesel,Automatic,First,5,,27.5,BMW,11.7,2993,245
517,Coimbatore,2013,27075,Petrol,Manual,First,5,,4.95,TOYOTA,17.6,1496,88.73
518,Ahmedabad,2012,30000,Petrol,Manual,First,5,4.74 Lakh,3.3,MARUTI,22.5,998,67.04
519,Chennai,2016,69434,Petrol,Manual,First,5,14.84 Lakh,8,HYUNDAI,15.8,1591,121.3
520,Jaipur,2014,56000,Petrol,Manual,First,5,,2.79,MARUTI,23.1,998,67.04
521,Coimbatore,2017,49275,Diesel,Automatic,First,5,,45.64,LAND,12.7,2179,187.7
522,Pune,2014,8700,Petrol,Manual,First,5,,2.55,CHEVROLET,18.6,1199,76.8
523,Ahmedabad,2014,18000,Petrol,Manual,Second,4,,1,TATA,25.4,624,37.5
524,Coimbatore,2017,41041,Diesel,Automatic,First,5,,37.56,AUDI,17.68,1968,174.33
525,Kochi,2009,80464,Diesel,Automatic,Second,5,,9.29,MERCEDES-BENZ,11,2987,198.5
526,Kochi,2019,20667,Petrol,Manual,First,5,,6.37,MARUTI,22,1197,81.8
527,Coimbatore,2013,60283,Petrol,Manual,First,5,,2.98,FIAT,14.6,1368,112
528,Kochi,2017,31696,Petrol,Manual,First,5,,5.75,MARUTI,20.4,1197,81.8
529,Hyderabad,2010,100000,Diesel,Manual,First,7,,13,TOYOTA,11.5,2982,171
530,Mumbai,2014,13361,Petrol,Manual,First,7,,6.8,MARUTI,16.02,1373,93.7
531,Coimbatore,2010,48394,Petrol,Automatic,First,5,,10.49,BMW,12.05,1995,154
532,Jaipur,2014,47399,Petrol,Manual,First,7,,5.6,MARUTI,16.02,1373,93.7
533,Mumbai,2010,69000,Petrol,Automatic,Second,5,,2.85,HONDA,16.8,1497,118
534,Coimbatore,2013,65278,Diesel,Manual,First,7,,8.36,HYUNDAI,14.66,2199,194.3
535,Jaipur,2005,108000,Diesel,Manual,First,5,,1,TATA,17,1405,70
536,Kolkata,2010,50645,Petrol,Automatic,Second,5,,10.75,MERCEDES-BENZ,10.93,2497,204
537,Hyderabad,2011,130002,Diesel,Manual,First,5,,3.85,MARUTI,19.3,1248,73.9
538,Hyderabad,2012,107000,Diesel,Manual,First,5,,3,FORD,17.8,1399,67
539,Coimbatore,2015,41950,Petrol,Automatic,First,5,,9.6,HONDA,18,1497,117.3
540,Delhi,2012,109000,Diesel,Manual,First,7,,13.25,TOYOTA,13,2982,168.5
541,Mumbai,2016,9000,Petrol,Manual,First,5,,5.75,HONDA,18,1198,86.7
542,Delhi,2014,43900,Diesel,Manual,First,5,,6.75,HYUNDAI,22.54,1396,88.73
543,Bangalore,2013,64000,Diesel,Manual,Second,7,,4.85,CHEVROLET,18.2,1248,73.8
544,Kochi,2019,13190,Petrol,Automatic,First,5,49.49 Lakh,38.99,MERCEDES-BENZ,0,1950,181.43
545,Mumbai,2009,77652,Petrol,Automatic,First,5,,2.85,MARUTI,12.6,1586,103.2
546,Mumbai,2012,55000,Diesel,Manual,First,7,,9.51,TOYOTA,12.99,2494,100
547,Ahmedabad,2012,59900,Diesel,Automatic,Second,5,,18.5,BMW,18.48,1995,177
548,Delhi,2015,73539,Diesel,Manual,First,5,,6.75,RENAULT,19.01,1461,108.45
549,Coimbatore,2017,31645,Diesel,Automatic,First,5,48.18 Lakh,29.4,BMW,20.68,1995,190
550,Kochi,2009,69690,Petrol,Manual,First,5,,3.29,HONDA,17.7,1497,78
551,Delhi,2016,41000,Diesel,Manual,First,5,,9.5,MARUTI,28.09,1248,88.5
552,Pune,2010,109200,Petrol,Manual,Second,5,,2.2,MARUTI,17.5,1298,85.8
553,Pune,2012,80000,Diesel,Manual,First,7,,6.5,MAHINDRA,15.1,2179,140
554,Ahmedabad,2007,51000,Petrol,Manual,First,5,,4.9,HONDA,13.5,1799,130
555,Pune,2013,105000,Diesel,Manual,Second,7,12.34 Lakh,6.75,MARUTI,25.47,1248,88.5
556,Chennai,2013,179000,Diesel,Manual,First,5,,3.8,TOYOTA,23.59,1364,67.04
